"ID","nombrecompleto","INSTITUCION","Pais","LatLong","ano","CostoPasajes","CostoViaticos","informeNumber"
448,"Nadja Benson","MINSA","austria","47,333333:13,333333'",2016,,1050,"Si"
449,"Jaime Velez","MINSA","guatemala","15,5:-90,25'",2016,,500,"Si"
450,"Atala Milord","MINSA","guatemala","15,5:-90,25'",2016,,500,"Si"
451,"Itza Barahona","MINSA","nicaragua","13:-85'",2016,,200,"Si"
452,"Arelis Quintero","MINSA","guatemala","15,5:-90,25'",2016,"638.06",2400,"Si"
453,"Eduardo Castillo","MINSA","guatemala","15,5:-90,25'",2016,,2400,"Si"
454,"Freshny Rodriguez","MINSA","guatemala","15,5:-90,25'",2016,"635.06",2400,"Si"
455,"Mariela Zurita","MINSA","guatemala","15,5:-90,25'",2016,"635.06",2400,"Si"
456,"Miguel Mayo","MINSA","guatemala","15,5:-90,25'",2016,,500,"Si"
457,"Anarella Jaen","MINSA","guatemala","15,5:-90,25'",2016,,800,"Si"
458,"Lourdes Moreno","MINSA","costa rica","10:-84'",2016,,400,"Si"
459,"Diana Miranda","MINSA","costa rica","10:-84'",2016,,400,"Si"
460,"Roman Añino","MINSA","austria","47,333333:13,333333'",2016,,1650,"Si"
461,"Aurelio Nuñez","MINSA","colombia","4:-72'",2016,,400,"Si"
462,"Cesar Ayala","MINSA","argentina","-34:-64'",2016,,3375,"Si"
463,"Liza Lay","MINSA","austria","47,333333:13,333333'",2016,,2100,"Si"
464,"Anarella Jaen","MINSA","colombia","4:-72'",2016,,200,"Si"
465,"Elda Velarde","MINSA","barbados","13,166667:-59,533333'",2016,,300,"Si"
466,"Raul Bravo","MINSA","barbados","13,166667:-59,533333'",2016,,300,"Si"
467,"Mirka Rodriguez","MINSA","marruecos","32:-5'",2016,,750,"Si"
468,"Arturo Rebollon","MINSA","marruecos","32:-5'",2016,,750,"Si"
469,"Niurka Gonzalez","MINSA","rwanda","-2:30'",2016,,1050,"Si"
470,"Eusebia Calderon","MINSA","méxico","23:-102'",2016,,300,"Si"
471,"Aracelis Arosemena","MINSA","nicaragua","13:-85'",2016,"544.86",1600,"Si"
472,"Maritza Nieto","MINSA","argentina","-34:-64'",2016,,500,"Si"
473,"Maria Perez","MINSA","méxico","23:-102'",2016,,500,"Si"
474,"Hector Cedeño","MINSA","brasil","-10:-55'",2016,,420,"Si"
475,"Ermila Osorio","MINSA","nicaragua","13:-85'",2016,,300,"Si"
476,"Eduardo Briceño","AIG","inglaterra","54:-4'",2014,,4200,"No"
477,"Carla Ruiz","AIG","españa","40:-4'",2014,"2792.06",3000,"No"
478,"Pablo Ruidiaz","AIG","españa","40:-4'",2014,1997,3600,"No"
479,"Carlos Diaz","AIG","españa","40:-4'",2014,"1987.63",3600,"No"
480,"Eduardo Jaen","AIG","españa","40:-4'",2014,,3500,"No"
481,"Eduardo Jaen","AIG","estados unidos de américa","39,828175:-98,5795'",2014,,1650,"No"
482,"Silvia Batista","AIG","argentina","-34:-64'",2014,,510,"No"
483,"Raul Millan","AIG","francia","46:2'",2014,,540,"No"
484,"Edgar Rodriguez","AIG","el salvador","13,833333:-88,916667'",2014,,210,"No"
485,"Manuel Quintero","AIG","taiwan","24:121'",2014,,3060,"No"
486,"Eduardo Briceño","AIG","rusia","60:100'",2014,"2325.45",2400,"No"
487,"Mario Gongora","AIG","costa rica","10:-84'",2014,,630,"No"
488,"Pablo Ruidiaz","AIG","brasil","-10:-55'",2014,"1546.21",1350,"No"
489,"Pablo Ruidiaz","AIG","nicaragua","13:-85'",2014,"583.63",1050,"No"
490,"Eduardo Briceño","AIG","república dominicana","19:-70,666667'",2014,,105,"No"
491,"Eduardo Briceño","AIG","perú","-10:-76'",2014,"643.78",700,"No"
492,"Pablo Ruidiaz","AIG","colombia","4:-72'",2014,"554.67",1400,"No"
493,"Edgar Rodriguez","AIG","colombia","4:-72'",2014,,315,"No"
494,"Irvin Halman","AIG","colombia","4:-72'",2014,,105,"No"
495,"Irvin Halman","AIG","el salvador","13,833333:-88,916667'",2014,,120,"No"
496,"Irvin Halman","AIG","estados unidos de américa","39,828175:-98,5795'",2014,980,1100,"No"
497,"Irvin Halman","AIG","estados unidos de américa","39,828175:-98,5795'",2014,"1342.02",330,"No"
498,"Pablo Ruidiaz","AIG","españa","40:-4'",2014,"1332.39",1260,"No"
499,"Ramon Balid","AIG","kazakhstan","48:68'",2014,2999,3000,"No"
500,"Irvin Halman","AIG","estados unidos de américa","39,828175:-98,5795'",2014,,660,"No"
501,"Pablo Ruidiaz","AIG","nicaragua","13:-85'",2014,,420,"No"
502,"Carlos Diaz","AIG","estados unidos de américa","39,828175:-98,5795'",2014,,540,"No"
503,"Irvin Halman","AIG","estados unidos de américa","39,828175:-98,5795'",2014,"1342.02",1650,"No"
504,"Ramon Balid","AIG","taiwan","24:121'",2014,,3060,"No"
505,"Silvia Batista","AIG","colombia","4:-72'",2014,,420,"No"
506,"Carlos Diaz","AIG","méxico","23:-102'",2014,,315,"No"
507,"Diego Morales","AIG","francia","46:2'",2014,,720,"No"
508,"Karen Ortega","AIG","colombia","4:-72'",2014,,315,"No"
509,"Irvin Halman","AIG","colombia","4:-72'",2014,,360,"No"
510,"Irvin Halman","AIG","españa","40:-4'",2015,,6720,"No"
511,"Pablo Morales","AIG","españa","40:-4'",2015,"1588.79",,"No"
512,"Edgar Tejada","AIG","estados unidos de américa","39,828175:-98,5795'",2015,"1237.6",,"No"
513,"Gabriel Reyes","AIG","brasil","-10:-55'",2015,,540,"No"
514,"Karen Ortega","AIG","brasil","-10:-55'",2015,,540,"No"
515,"Dionys Sanchez","AIG","holanda","52,5:5,75'",2015,,3600,"No"
516,"Irvin Halman","AIG","holanda","52,5:5,75'",2015,"1255.46",,"No"
517,"Mario Gongora","AIG","estonia","59:26'",2015,,900,"No"
518,"Miguel Yau","AIG","estados unidos de américa","39,828175:-98,5795'",2016,,2000,"No"
519,"Alex Van Der Hans","AIG","estados unidos de américa","39,828175:-98,5795'",2016,,2000,"No"
520,"Irvin Halman","AIG","israel","31,5:34,75'",2016,"2684.78",5600,"No"
521,"Dionys Sanchez","AIG","israel","31,5:34,75'",2016,,2250,"No"
522,"Luis Fasano","AIG","españa","40:-4'",2016,"1849.17",3500,"No"
523,"Anabel Broce","AIG","españa","40:-4'",2016,"1849.17",3000,"No"
524,"Irvin Halman","AIG","estados unidos de américa","39,828175:-98,5795'",2016,,350,"No"
525,"Irvin Halman","AIG","china","35:105'",2016,,2275,"No"
526,"Irvin Halman","AIG","managua","#N/A",2016,,375,"No"
527,"Elbis Flores","AIG","chile","-30:-71'",2016,"1030.5",1500,"No"
528,"Eric Espino","AIG","chile","-30:-71'",2016,"1030.5",1500,"No"
529,"Edgar Tejada","AIG","estados unidos de américa","39,828175:-98,5795'",2016,,375,"No"
530,"Zueline Aguilar","AIG","cuba","22:-79,5'",2016,,1200,"No"
531,"Gina Alvarado","MEF","españa","40:-4'",2006,"1391.34",4200,"No"
532,"Publio Cortés","MEF","perú","-10:-76'",2014,"1152.94",1750,"No"
533,"Francisco Bustamante","MEF","colombia","4:-72'",2014,716,1050,"No"
534,"Dulcidio De La Guardia","MEF","uruguay","-33:-56'",2014,,240,"No"
535,"Iván Zarak","MEF","uruguay","-33:-56'",2014,,240,"No"
536,"María Rojas","MEF","suiza","47:8'",2014,"2300.19",3000,"No"
537,"Victor Rodríguez","MEF","paraguay","-22,993333:-57,996389'",2014,,,"No"
538,"Emilio Espino","MEF","nicaragua","13:-85'",2014,"443.46",1400,"No"
539,"Mauro Bairnarls","MEF","nicaragua","13:-85'",2014,"531.2",2100,"No"
540,"Pedro Espinosa","MEF","japón","36:138'",2014,,,"No"
541,"Omar Gómez","MEF","costa rica","10:-84'",2014,,210,"No"
542,"Dulcidio De La Guardia","MEF","colombia","4:-72'",2014,"837.15",400,"No"
543,"Maruquel Pabón","MEF","colombia","4:-72'",2014,"245.44",350,"No"
544,"Eric Ríos","MEF","perú","-10:-76'",2014,"518.38",1050,"No"
545,"Clifford Green","MEF","paraguay","-22,993333:-57,996389'",2014,,315,"No"
546,"Martha De González","MEF","guatemala","15,5:-90,25'",2014,,210,"No"
547,"Omar Gómez","MEF","el salvador","13,833333:-88,916667'",2014,,315,"No"
548,"Dulcidio De La Guardia","MEF","estados unidos de américa","39,828175:-98,5795'",2014,"2310.37",3300,"No"
549,"Iván Zarak","MEF","estados unidos de américa","39,828175:-98,5795'",2014,"2310.37",1650,"No"
550,"Aracely Méndez","MEF","bélgica","50,833333:4'",2014,,1800,"No"
551,"Publio Cortés","MEF","colombia","4:-72'",2014,"949.56",350,"No"
552,"Dulcidio De La Guardia","MEF","estados unidos de américa","39,828175:-98,5795'",2014,,825,"No"
553,"Ricardo Rocha","MEF","francia","46:2'",2014,"1482.9",3000,"No"
554,"Víctor Medina","MEF","estados unidos de américa","39,828175:-98,5795'",2014,,675,"No"
555,"Ibero Fernández","MEF","estados unidos de américa","39,828175:-98,5795'",2014,,675,"No"
556,"Eyda Varela","MEF","estados unidos de américa","39,828175:-98,5795'",2014,"1352.72",1100,"No"
557,"marisol Sierra","MEF","estados unidos de américa","39,828175:-98,5795'",2014,"654.01",900,"No"
558,"Isabel Fernández","MEF","estados unidos de américa","39,828175:-98,5795'",2014,"1018.9",900,"No"
559,"Eric Ríos","MEF","estados unidos de américa","39,828175:-98,5795'",2014,"736.7",2700,"No"
560,"Clifford Green","MEF","república dominicana","19:-70,666667'",2014,,420,"No"
561,"Evelyn Escobar","MEF","brasil","-10:-55'",2014,,1755,"No"
562,"José Serracín","MEF","colombia","4:-72'",2014,"752.6",2800,"No"
563,"Fabián Baeza","MEF","colombia","4:-72'",2014,"752.6",2800,"No"
564,"Mileyka Zambrano","MEF","colombia","4:-72'",2014,"752.6",2800,"No"
565,"Pedro Sarasqueta","MEF","colombia","4:-72'",2014,"752.6",2800,"No"
566,"Iván Zarak","MEF","estados unidos de américa","39,828175:-98,5795'",2014,"2513.67",3300,"No"
567,"Dulcidio De La Guardia","MEF","estados unidos de américa","39,828175:-98,5795'",2014,"2287.9",3300,"No"
568,"Katyuska Correa","MEF","estados unidos de américa","39,828175:-98,5795'",2014,"571.62",1800,"No"
569,"Francisco Bustamante","MEF","estados unidos de américa","39,828175:-98,5795'",2014,"571.62",1800,"No"
570,"Modesto Pascacio","MEF","el salvador","13,833333:-88,916667'",2014,"542.94",1750,"No"
571,"Eloy Fisher","MEF","corea del sur","37:127,5'",2014,,1260,"No"
572,"Cesar Corro","MEF","francia","46:2'",2014,"1673.07",4200,"No"
573,"Gustavo Valderrama","MEF","costa rica","10:-84'",2014,,630,"No"
574,"Erlyn Santana","MEF","ecuador","-2:-77,5'",2014,"975.61",1050,"No"
575,"Isabel Fernández","MEF","perú","-10:-76'",2014,"887.54",1400,"No"
576,"Alma González","MEF","honduras","15:-86,5'",2014,,315,"No"
577,"Eyda Varela","MEF","francia","46:2'",2014,"5253.4",6300,"No"
578,"Isabel Fernández","MEF","francia","46:2'",2014,"1516.88",4200,"No"
579,"Maruquel Pabón","MEF","francia","46:2'",2014,"1521.81",4200,"No"
580,"Mauro Bairnarls","MEF","nicaragua","13:-85'",2014,"567.6",2100,"No"
581,"Aracely Méndez","MEF","ecuador","-2:-77,5'",2014,,315,"No"
582,"Laura Pérez","MEF","estados unidos de américa","39,828175:-98,5795'",2014,"582.3",540,"No"
583,"Christian Arrocha","MEF","estados unidos de américa","39,828175:-98,5795'",2014,"582.3",540,"No"
584,"Jorge Dawson","MEF","colombia","4:-72'",2014,,105,"No"
585,"Caleb Escudé","MEF","austria","47,333333:13,333333'",2014,,1080,"No"
586,"José Serracín","MEF","españa","40:-4'",2014,"1417.04",5400,"No"
587,"Fabián Baeza","MEF","españa","40:-4'",2014,"1417.04",5400,"No"
588,"Maricarmen Mendizabal","MEF","españa","40:-4'",2014,"1417.31",5400,"No"
589,"Dilka Escobar","MEF","el salvador","13,833333:-88,916667'",2014,,210,"No"
590,"Publio Cortés","MEF","alemania","51,5:10,5'",2014,"2115.5",2400,"No"
591,"Ricardo Rocha","MEF","alemania","51,5:10,5'",2014,"2115.5",2400,"No"
592,"Jorge Ramos","MEF","estados unidos de américa","39,828175:-98,5795'",2014,,540,"No"
593,"Jorge Escudero","MEF","colombia","4:-72'",2014,,420,"No"
594,"Oliver Serrano","MEF","uruguay","-33:-56'",2014,,420,"No"
595,"Fabio Bedoya","MEF","uruguay","-33:-56'",2014,,420,"No"
596,"Adalina Campos","MEF","costa rica","10:-84'",2014,"536.53",350,"No"
597,"Dilka Escobar","MEF","filipinas","13:122'",2014,,1080,"No"
598,"José Serracín","MEF","estados unidos de américa","39,828175:-98,5795'",2014,895,3150,"No"
599,"Fabián Baeza","MEF","estados unidos de américa","39,828175:-98,5795'",2014,895,3150,"No"
600,"Daniel Vega-ayala","MEF","estados unidos de américa","39,828175:-98,5795'",2014,895,3150,"No"
